Route_Name,Route_Link,Bus_Name,Bus_Type,Duration,Rating,Price
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4919,INDRA(A.C. Seater),5h 5m,4,₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2574,NIGHT RIDER (SEATER CUM SLEEPER),5h 10m,"3.7
13",₹512
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2687,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 51m,"3.7
5",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 55m,"3.7
6",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,"3.1
7",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2560,INDRA(A.C. Seater),4h 15m,"5
4",₹528
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 50m,"4.7
10",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 40m,4,₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2548,NIGHT RIDER (SEATER CUM SLEEPER),4h 56m,"4.7
10",₹476
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 34m,"3.7
20",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35105,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 15m,"4.4
77",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3565,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 5m,"4.3
101",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 55m,"2.7
13",₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4044,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 40m,"3.5
4",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3517,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 40m,"3.3
11",₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3567,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 30m,"3.9
71",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9364,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 20m,"3.8
12",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3589,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 25m,"4.9
6",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3581,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 20m,"3.7
72",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 1446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 40m,"4.1
4",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3882,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,"4.1
11",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3593,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 25m,"4
6",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35119,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,"3.9
53",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"4.7
15",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 35m,"3.7
24",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23700,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 30m,"2.7
5",₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3657,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 55m,"4.1
82",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3513,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 1m,"3.2
5",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9400,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,"3.6
9",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3858,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 30m,"4.3
37",₹603
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"4.4
9",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 34m,"4.2
91",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2456,INDRA(A.C. Seater),5h 26m,"4
10",₹528
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3601,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 5m,"3.4
19",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,"3.1
22",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,"2.7
9",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4725,INDRA(A.C. Seater),5h,"2.1
5",₹528
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35269,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),5h 55m,"4.1
71",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 10m,"3
4",₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"2.6
9",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3886,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h,"4
72",₹603
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 51m,"3.8
16",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"4.2
12",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3583,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h,"3.9
88",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35117,INDRA(A.C. Seater),6h 10m,"3.9
56",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,"4.2
16",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23704,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 55m,4,₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,"4.3
9",₹448
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3573,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),5h 55m,"3.5
86",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 10m,"2.7
5",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35133,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),5h 55m,"2.9
80",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 55m,"3.8
100",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 24251,INDRA(A.C. Seater),5h,"2.3
5",₹528
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35271,INDRA(A.C. Seater),6h 10m,"3.3
63",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 22m,"4.4
73",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35085,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 55m,"3.7
55",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 42m,"3.9
12",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23507,INDRA(A.C. Seater),4h 26m,"2.1
12",₹528
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 21242,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 45m,4,₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9316,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 50m,"4.4
66",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35189,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 5m,"4.5
38",₹603
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4046,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 40m,"3.8
41",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 41m,"4.2
63",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 40m,"3.7
53",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35023,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 30m,"4.7
17",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 5m,"4.5
67",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),4h 50m,"4.7
39",₹781
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 40568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 10m,"3.6
39",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"4.5
11",₹488
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 38201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,"3.6
30",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,"3.6
73",₹480
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 42m,"4.4
62",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,"3.9
70",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35118,INDRA(A.C. Seater),6h 50m,"3
70",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4320,INDRA(A.C. Seater),6h 25m,"3.5
21",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 98049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",4h 55m,"1.9
5",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4792,INDRA(A.C. Seater),7h 5m,"4.3
34",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),5h,"4
20",₹781
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3509,STAR LINER(NON-AC SLEEPER 2+1),5h 44m,"4
77",₹607
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 25m,"3.8
79",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),7h 15m,"4.5
125",₹607
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3635,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,"4.6
67",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 4m,"3.8
4",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),5h 55m,"4.2
35",₹607
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 4m,"4
92",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35063,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 38m,"4.5
50",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3838,VENNELA (A.C. SLEEPER),5h 45m,"3.9
111",₹839
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 49m,"4.6
7",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),5h 31m,"4.4
33",₹607
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3609,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 52m,"4.6
30",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,"4.3
5",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,4,₹446
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3961,INDRA(A.C. Seater),6h 29m,"4
31",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3968,INDRA(A.C. Seater),6h 7m,"4.1
10",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),6h 31m,"4.1
45",₹639
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 20m,"4.4
138",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3569,INDRA(A.C. Seater),4h 58m,"4.3
75",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),4h 45m,"4
58",₹781
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),5h 45m,"4.5
91",₹839
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 15m,"4.7
46",₹720
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,"3.5
28",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,4,₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 15m,"3.4
7",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3690,INDRA(A.C. Seater),6h 41m,"4.6
23",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35211,STAR LINER(NON-AC SLEEPER 2+1),6h 5m,"3.2
17",₹607
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 49m,"4.5
20",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4812,INDRA(A.C. Seater),5h 5m,"3.1
16",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,"3.7
16",₹436
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 12m,"4.1
146",₹648
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4995,INDRA(A.C. Seater),5h 35m,"3.5
17",₹567
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 14m,"3.7
13",₹469
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 55m,"4
56",₹720
